Bulldozer_184,1.5259787142276764
Bulldozer_192,1.6599294245243073
Bulldozer_198,1.637642115354538
Bulldozer_208,1.540820449590683
Bulldozer_241,1.7353912442922592
Bulldozer_253,1.6798812747001648
Bulldozer_42,1.489398032426834
Bulldozer_43,1.4286434054374695
Bulldozer_513,1.448121190071106
Crane_368,1.5159654170274734
Crane_384,1.527847558259964
Crane_390,1.5267787873744965
Crane_392,1.5637792348861694
Crane_395,1.613192230463028
Crane_400,1.608821541070938
Crane_402,1.5240909159183502
Crane_428,1.6397870779037476
Crane_443,1.4108393490314484
Crane_444,1.4728211760520935
Excavator_08,1.5651915073394775
Excavator_114,1.6964357644319534
Excavator_123,1.7195099294185638
Excavator_129,1.4786654710769653
Excavator_158,1.6806548982858658
Excavator_169,1.5975694358348846
Excavator_18,1.5788095891475677
Excavator_23,1.4170965254306793
Excavator_35,1.4473003447055817
Excavator_460,1.5822405070066452
Excavator_466,1.5862572342157364
Excavator_469,1.5833145678043365
Excavator_482,1.5204456150531769
Excavator_500,1.4549385905265808
Truck_262,1.4524881839752197
Truck_282,1.458359181880951
Truck_291,1.475786179304123
Truck_311,1.5777362287044525
Truck_324,1.4877243041992188
Truck_342,1.4892780631780624
Truck_526,1.4614739418029785
Truck_84,1.6800172179937363
Truck_86,1.683283507823944
