Bulldozer_184,1.461407244
Bulldozer_192,1.549056292
Bulldozer_198,1.595504746
Bulldozer_208,1.489629373
Bulldozer_241,1.613978848
Bulldozer_253,1.62987341
Bulldozer_42,1.353968561
Bulldozer_43,1.426829815
Bulldozer_513,1.437077105
Crane_368,1.399259001
Crane_384,1.457772449
Crane_390,1.446551085
Crane_392,1.481493652
Crane_395,1.518136173
Crane_400,1.478247553
Crane_402,1.442873538
Crane_428,1.552340001
Crane_443,1.341768295
Crane_444,1.388235867
Excavator_08,1.542412817
Excavator_114,1.574712247
Excavator_123,1.623350114
Excavator_129,1.342869371
Excavator_158,1.572455287
Excavator_169,1.452882826
Excavator_18,1.565693259
Excavator_23,1.383068949
Excavator_35,1.403268129
Excavator_460,1.539614186
Excavator_466,1.561868593
Excavator_469,1.433327466
Excavator_482,1.447317064
Excavator_500,1.476264656
Truck_262,1.39222765
Truck_282,1.382023484
Truck_291,1.373594552
Truck_311,1.493997544
Truck_324,1.363680303
Truck_342,1.431623191
Truck_526,1.425714582
Truck_84,1.635078803
Truck_86,1.637926489
