0.5797,0.6113,36.1023,40.1487,100,100,202.7286,202.4611
0.7817,0.5983,36.077,41.2617,94.1889,95.2117,510.8472,542.3697
0.6947,0.6477,44.2733,36.8337,76.2129,73.7793,670.7359,694.1504
0.73,0.732,44.5557,39.498,63.6412,59.2587,808.3167,858.6079
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.5517,0.639,45.2883,33.593,100,100,351.6502,369.3453
-0.344,-0.7123,25.289,18.773,53.3018,48.2922,972.0921,1039.9145
