0.6203,0.6133,0.692,0.6907,0.7507,-0.5497
57.762,57.3643,59.005,59.6697,62.164,33.1003
100,93.6,62.9333,47.5444,38.2889,31.2222
295.147,541.8631,808.8986,1057.723,1301.831,1578.7663
